make,model,condition,grade,capacity,colour,network,count
Kazam,"Trooper 2 4.5",Non-working,Unknown,"Not Applicable",Black,Unlocked,2
Kazam,"Trooper 2 4.5",Working,"Grade D","Not Applicable",Black,Unknown,1
Kazam,"Trooper 2 4.5",BER,"Grade D","Not Applicable",Black,Unlocked,1
Kazam,"Trooper 2 4.5","Warranty Send-Off",Unknown,"Not Applicable",Black,Unknown,2
Kazam,"Trooper 2 4.5","Power On Tested-Broken LCD","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Kazam,"Trooper 2 4.5","Non-working - Need Battery","Grade C - Acceptable Condition","Not Applicable",Black,Unknown,1
Kazam,"Trooper 2 4.5","Power On Tested-Broken LCD",Unknown,"Not Applicable",Black,Unlocked,1
Kazam,"Trooper 2 4.5",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,22
Kazam,"Trooper 2 4.5","Warranty Send-Off",Unknown,"Not Applicable",Black,Unknown,6
Kazam,"Trooper 2 4.5",Working,"Grade B B2B","Not Applicable",Black,Unlocked,8
Kazam,"Trooper 2 4.5",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,12
Kazam,"Trooper 2 4.5","Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Kazam,"Trooper 2 4.5",Non-working,Unknown,"Not Applicable",Black,Unknown,10
Kazam,"Trooper 2 4.5",BER,"Grade D","Not Applicable",Black,Unknown,8
Kazam,"Trooper 2 4.5",Working,"Grade B - Good Condition","Not Applicable",Black,Unknown,1
Kazam,"Trooper 2 4.5",BER,"Grade C - Acceptable Condition","Not Applicable",Black,Unknown,6
Kazam,"Trooper 2 4.5",Working,"Grade D","Not Applicable",Black,Unlocked,3
Kazam,"Trooper 2 4.5",BER,Unknown,"Not Applicable",Black,Unknown,1
Kazam,"Trooper 2 4.5",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,14
Kazam,"Trooper 2 4.5",BER,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Kazam,"Trooper 2 4.5",Non-working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
